{5655050890019747226ULL,11314891392220973901ULL,},
{16446276013605476426ULL,5598075877982114230ULL,},
{7883063221723705364ULL,17553241558240973282ULL,},
{12658316160247170447ULL,17380496833342140195ULL,},
{14508893685681112401ULL,11900368797728395430ULL,},
{13189440865989244486ULL,6386790517716340943ULL,},
{17790642373774034285ULL,14422012095970489619ULL,},
{12053619241070096183ULL,8616933784987212041ULL,},
{9471084443679142854ULL,4596059124762986137ULL,},
{8925989286369591656ULL,15218296953277843801ULL,},
{11455130585696397271ULL,8542211043926256161ULL,},
{7494083368477200427ULL,6115990996166619482ULL,},
{2198143680809676609ULL,3715405883526566944ULL,},
{9244269304843299360ULL,12311953487994621653ULL,},
{4153338438903631023ULL,16156125789466497425ULL,},
{9218213498335768767ULL,10022707572815134074ULL,},
{16931856802517851627ULL,16431196839003305237ULL,},
{12235284519279524804ULL,2934107086968100750ULL,},
{4601643912990417383ULL,1885219084991233556ULL,},
{13380284864630158516ULL,2130757481812008630ULL,},
{10763789471803171903ULL,9988523887055934080ULL,},
{12830376335696241952ULL,8241899959522791156ULL,},
{11548288511385016341ULL,9440493777062764733ULL,},
{2395048543988572552ULL,11498751176812644644ULL,},
{4693003347826785100ULL,15159113904271603119ULL,},
{3205073405674670647ULL,17100594561180736508ULL,},
{9264076322796937269ULL,336248375591495370ULL,},
{14333838173991784126ULL,15297949149652852846ULL,},
{14905200281022662226ULL,17391067365727207600ULL,},
{4442255387388302266ULL,17540210065949651587ULL,},
},
{{6498066639544726229ULL,1521839441052489313ULL,},
{540563602902346578ULL,6904426865472114199ULL,},
{1550726228808599805ULL,14495907713845368516ULL,},
{13659587274039370495ULL,11362053347941620625ULL,},
{10127883679246684549ULL,498509235672821629ULL,},
{16933308303417566419ULL,11516347505343707243ULL,},
{7913189089842652550ULL,13431435341823965877ULL,},
{17962565220324390477ULL,12777546540396066435ULL,},
{7378492391146030772ULL,17679706153038743929ULL,},
{6442764904402099188ULL,13570659907751336197ULL,},
{10775892237553876010ULL,11838373021389724033ULL,},
{8868365819832144383ULL,15320094646289938308ULL,},
{7752159016007319348ULL,16789996028952230219ULL,},
{18420801072430225902ULL,16148238613935682925ULL,},
{6906447641051641856ULL,2647771645026811923ULL,},
{6591948223974336681ULL,297880558904067651ULL,},
{3659680291985173993ULL,3033697793021441755ULL,},
{4822671659251187594ULL,12255607547309685644ULL,},
{17091093756060936095ULL,15154618393787451729ULL,},
{8223772642812903780ULL,10680751730172267821ULL,},
{6644664332540154038ULL,13024723690006671022ULL,},
{7921230179622514334ULL,2751016247552105357ULL,},
{12692057463298176503ULL,8535993384562738508ULL,},
{14720931758366016028ULL,10690273363743437167ULL,},
{6126586792012608069ULL,14113685933188879638ULL,},
{3264839226976534654ULL,18064979244527773805ULL,},
{14003513088393139684ULL,11854907129798655808ULL,},
{10658040760983866326ULL,1821944505693395158ULL,},
{10467961619367156494ULL,17665625426328413547ULL,},
{5950899602688970115ULL,8657281334535386423ULL,},
{17186379172410567066ULL,16730537076692428650ULL,},
{18064515181029740397ULL,10552872125046799729ULL,},
},
{{14676148164957327178ULL,2401970384098675592ULL,},
{9736381855468692435ULL,10659174832564748555ULL,},
{14833166943389178080ULL,357745022808285879ULL,},
{2186484925211695061ULL,9405758201329544000ULL,},
{2237495058166419346ULL,17122989841987967706ULL,},
{10917877377459088540ULL,8704606547484044346ULL,},
{8380773283821916878ULL,16564879821860115858ULL,},
{860471758106385998ULL,10704590635605194412ULL,},
{13016380110469103992ULL,12473833457559238500ULL,},
{14751184012682220904ULL,5517404462141612549ULL,},
{14486393365224731676ULL,1987045712555845795ULL,},
{2171975568734632909ULL,8800446201259514039ULL,},
{18302623115770405167ULL,18209053885059296168ULL,},
{2815306712228209641ULL,11482399531603707521ULL,},
{8805194446430406991ULL,11451600668999611929ULL,},
{10337369940950841072ULL,229805279042772470ULL,},
{13659194415471164298ULL,6280077533985636595ULL,},
{15773788752616159229ULL,9529322023415088479ULL,},
{10528202669192197486ULL,14555008344468614597ULL,},
{5049228615905229062ULL,15597263674070341730ULL,},
{13762580838311241768ULL,8730762431268676829ULL,},
{11221385328893092542ULL,3402221152281556331ULL,},
{1831134600959999795ULL,12064170421970880544ULL,},
{15917304963927709459ULL,13222654211316092186ULL,},
{15631787028186785367ULL,218804840928837748ULL,},
{7510544471517541810ULL,17993813187099831133ULL,},
{3690810400125734883ULL,11423902709287590012ULL,},
{8103158217040121761ULL,10190486998959729644ULL,},
{8732951815494528998ULL,6240628720435279459ULL,},
{2117619032552713401ULL,9793981929973631304ULL,},
{6187722579196813387ULL,8620889428692603034ULL,},
{11340317525524415924ULL,7143512269280160268ULL,},
},
{{5258148973168467806ULL,2536934158072879290ULL,},
{389554714807325246ULL,4379752085169759938ULL,},
{6880081790643511036ULL,13931714897689101521ULL,},
{8451209692938293103ULL,2153176442543204597ULL,},
{14623425798101053652ULL,11983601837344890552ULL,},
{14031902833884940116ULL,9341986129736871897ULL,},
{4029396866363678820ULL,4409723245795946450ULL,},
{6325447121972519443ULL,6225861391315585969ULL,},
{6545238053393284936ULL,624546259230543022ULL,},
{14638172500311111636ULL,14533422502244989526ULL,},
{2935008565066913402ULL,5034963661442568995ULL,},
{12745756525294361300ULL,16241590256632017685ULL,},
{8375008213281829900ULL,8415409562491306211ULL,},
{3298292167751077642ULL,9296200590715649631ULL,},
{7775501520644756617ULL,3885461984775056036ULL,},
{6638469259702304799ULL,17561679188253293951ULL,},
{8535149186911902925ULL,11727705874609431439ULL,},
{13662820216422920844ULL,289617293805189545ULL,},
{9554619721228851643ULL,12523856310788911762ULL,},
{15145559692300171765ULL,8185817330237325269ULL,},
{10929723384283529844ULL,6806557752711511017ULL,},
{9157461077995728733ULL,4585362369279622907ULL,},
{2048228765947107128ULL,2234212451813777199ULL,},
{11221325460794331244ULL,9536104901249376160ULL,},
{848494099668304890ULL,12641645485149198216ULL,},
{4906454031894421263ULL,736097221529792505ULL,},
{1901352000667269072ULL,948869445960201834ULL,},
{4569191619865372328ULL,1192162285008062523ULL,},
{5202409777077380922ULL,11358335432384755047ULL,},
{6891214807190308768ULL,16884686988248661393ULL,},
{6452687826198367251ULL,13607927351402909627ULL,},
{17233500816159596039ULL,2087990251753765548ULL,},
},
{{12108949041295471692ULL,10758277554011145676ULL,},
{11479930214262833291ULL,10535708079130677856ULL,},
{3293949909853234926ULL,7246807257014501698ULL,},
{5442177150644659551ULL,14863845233178064496ULL,},
{11380776187807855567ULL,4972366571357489931ULL,},
{3520828246021416920ULL,6207088031218908576ULL,},
{1450083802006283720ULL,6812980640598454782ULL,},
{9892876063921150433ULL,7412948211237202453ULL,},
{7616380902892728865ULL,4234998556101590669ULL,},
{3653849807456569797ULL,10140306192904060315ULL,},
{13708395397735704130ULL,8790761234257198864ULL,},
{3717495069689703091ULL,6609978425680177956ULL,},
{2147335452290353406ULL,10407253851729357579ULL,},
{17918508290926890846ULL,5426536441953464960ULL,},
{14671335995567640834ULL,1447498262979710170ULL,},
{10411578099009651270ULL,13928003812236439312ULL,},
{13388279753677362442ULL,8369194797132233180ULL,},
{13692422611123148649ULL,5721949941206395088ULL,},
{2555344766329360838ULL,6826285250716582964ULL,},
{5003581073859931618ULL,15284922837034600648ULL,},
{7552769567766882485ULL,16617327975097382085ULL,},
{10461373315607797986ULL,14771890587491720804ULL,},
{10085266987508692492ULL,5725143418638444200ULL,},
{9216733193783447697ULL,12420003290556562034ULL,},
{757172070124340221ULL,10956124982522309522ULL,},
{346905348796009927ULL,7383284609184618032ULL,},
{14196558511930307704ULL,2396775204036118984ULL,},
{16269494625420511136ULL,17519070801042251630ULL,},
{12238099150356919235ULL,440877790958125654ULL,},
{6921650308040503517ULL,12477994382169763ULL,},
{7488538709091468043ULL,11136926197188573077ULL,},
{9859156974114256066ULL,16113708952464253197ULL,},
},
{{7761820648174076717ULL,13583521476803088902ULL,},
{11446742378202636585ULL,8336243421136711627ULL,},
{11274781201913142975ULL,10628938522409267667ULL,},
{9446195347301412235ULL,4577020467596024942ULL,},
{13879997488134196981ULL,9675817142297094469ULL,},
{15885639904665734193ULL,9830779871286504789ULL,},
{2798147876059579330ULL,6756375485217756726ULL,},
{17187347613955918522ULL,9432226003669248883ULL,},
{10204540123801286230ULL,5934312511912962178ULL,},
{18329712436214961706ULL,806040704922107835ULL,},
{5293779872506944606ULL,7603267674752774761ULL,},
{11580748688610018444ULL,11840149426500229206ULL,},
{9585494206919419916ULL,8120714184419594885ULL,},
{3591949133410493683ULL,4755659786049763142ULL,},
{4759292470463279578ULL,2901759988279074715ULL,},
{6014216324181961558ULL,15755109307362095041ULL,},
{11613978209093344984ULL,5807640137300012216ULL,},
{10256583801684916796ULL,18120444340534010133ULL,},
{7217713947283392473ULL,108462992146899944ULL,},
{2971323279780582299ULL,13845756887505862364ULL,},
{13921176259664845624ULL,14838302475915136798ULL,},
{2860845931445686433ULL,2115956199540423408ULL,},
{6545756322145752215ULL,3019640468332275646ULL,},
{7222502510120383390ULL,16903634102427574794ULL,},
{18049373601695015073ULL,9782978704470279002ULL,},
{6029128616737401684ULL,4606132736922330566ULL,},
{11634843104430232678ULL,4541947164796889632ULL,},
{11263947539441424323ULL,8314988837550541913ULL,},
{13886748844736459862ULL,2018020681628996357ULL,},
{216634716259740047ULL,12589729312863886380ULL,},
{5027258323629742436ULL,3369460738861661706ULL,},
{16943175445929890117ULL,9887030175800902608ULL,},
},
{{17719828971837963135ULL,8450998106424382917ULL,},
{10105891835933907823ULL,16803883132603224493ULL,},
{11907131893997888093ULL,14001775983331421802ULL,},
{8342063414562094353ULL,10014775278386858433ULL,},
{17174873228342921656ULL,2872944895344929535ULL,},
{5996016896698565373ULL,11359776103669565174ULL,},
{9735748032079056906ULL,18356343742937242732ULL,},
{6166879748403226988ULL,3318716204375496948ULL,},
{12806126244496284009ULL,16536974797816783726ULL,},
{3644360205480348901ULL,15161212294074730632ULL,},
{6120560032537659385ULL,1733516782882219063ULL,},
{827504107358038491ULL,13152172268429634634ULL,},
{12824369766815186699ULL,14396519164652149602ULL,},
{12561856180966660344ULL,11885022765357547650ULL,},
{5544655374958016695ULL,9045516095071791610ULL,},
{16378364485985569932ULL,5782630478482907305ULL,},
{7937176331566175686ULL,11643684602692805917ULL,},
{1989618670014082915ULL,17489914345361548275ULL,},
{15559661508148016790ULL,3082270376271948960ULL,},
{648022629522030577ULL,2616071422396614319ULL,},
{10060168866054980930ULL,2576390741962928173ULL,},
{587848855722441307ULL,7109838031057552020ULL,},
{15037564147283198872ULL,648172318991274472ULL,},
{4934453976842184567ULL,10036521826197813811ULL,},
{10600169135752658267ULL,11718067789385431987ULL,},
{13201785836235022160ULL,5068345720412221065ULL,},
{12621549832976866084ULL,7398569140734933771ULL,},
{14111122037117463138ULL,7796287291249166114ULL,},
{14252955811868541252ULL,12310195958338238263ULL,},
{8401243840113590166ULL,11577678821281000290ULL,},
{10244931919375516028ULL,6522252397944848731ULL,},
{17764631380912832304ULL,11532600243410965794ULL,},
},
{{15676659518472139146ULL,10849476384907060541ULL,},
{1435228699220301596ULL,134393330818770771ULL,},
{16945544077280672770ULL,16723110128375751416ULL,},
{11664173033891010008ULL,16154195694890239025ULL,},
{9961092021520531584ULL,13625261352007504548ULL,},
{12689409836748840728ULL,3105779162428457021ULL,},
{18382953327423822144ULL,15899013020063697441ULL,},
{6382239733119203436ULL,6272162841042861850ULL,},
{7100058156391588190ULL,9372876191181260933ULL,},
{11181958361959955994ULL,2723960403301700898ULL,},
{13449627076876128431ULL,13516641891709466884ULL,},
{16273809575186226369ULL,10761911629982830865ULL,},
{18094775106781361575ULL,8066575786183798755ULL,},
{753437968977063672ULL,17479486402504738480ULL,},
{7773381742092265053ULL,7076320443276099331ULL,},
{8018962220796586774ULL,11718211883718114185ULL,},
{12659081582773399822ULL,16507268464791889971ULL,},
{5161684061725653865ULL,16900794368284410173ULL,},
{10773389967985801831ULL,2829460476391387262ULL,},
{14866368935201880333ULL,3065924089569969838ULL,},
{6778622033978131233ULL,12424952312001249830ULL,},
{14818024852296519307ULL,17383172109644505906ULL,},
{7409458990676695702ULL,13317249915570885670ULL,},
{5312029543697856844ULL,14922348613456360944ULL,},
{9223542643721186779ULL,4917062667396893250ULL,},
{17295342901405995147ULL,17684825525227047328ULL,},
{7740140164582568470ULL,15141173910815343812ULL,},
{9747376337449377089ULL,1262756816553669205ULL,},
{7099772627829711932ULL,6321685647169464953ULL,},
{1218839624868639995ULL,4495612841313662343ULL,},
{1629586216014281103ULL,2364725151108924174ULL,},
{9339191975423002730ULL,17037422735128365052ULL,},
},
{{9827442848088523910ULL,14197807793529638666ULL,},
{10150650549118860275ULL,8327140348094660304ULL,},
{17990628922446202073ULL,13579320984630348108ULL,},
{16569062906906427003ULL,15819309814886631933ULL,},
{17120788973589941659ULL,9505321312228527806ULL,},
{17024701557880074396ULL,14004984578945917057ULL,},
{9613244197893673018ULL,12401065475755950519ULL,},
{9171316937136342775ULL,1864707408113808138ULL,},
{2483101501419461091ULL,13623616156265199319ULL,},
{3274258173625938207ULL,15155560689495950495ULL,},
{17947282778154577255ULL,10443466112463404295ULL,},
{14708265854711262479ULL,11854266970700325984ULL,},
{9851090014502998464ULL,13810834478993878233ULL,},
{7142511747468392386ULL,2006454341495063372ULL,},
{6610589516570068521ULL,1616627864620767680ULL,},
{12751616252724754817ULL,9206366402787118936ULL,},
{7995095280283663439ULL,2080756181569108739ULL,},
{5669803495475204524ULL,15842087109523315629ULL,},
{3254522582772144119ULL,3689556928763527395ULL,},
{8757524183684484581ULL,17070583752787505618ULL,},
{7296052658446804493ULL,13024696760113546533ULL,},
{16683231740588538722ULL,8891501717389180315ULL,},
{9704446712076589843ULL,4029979709643956284ULL,},
{2211760590291708417ULL,8392002122142790090ULL,},
{15432670148956297353ULL,5032095882037942040ULL,},
{4405426320931254553ULL,2755248780031365296ULL,},
{3955342834954144863ULL,4941078251255974231ULL,},
{14976105130979105830ULL,17873838597988829153ULL,},
{9466326100026276285ULL,10192555504937159634ULL,},
{14231651541160316830ULL,1181000480074816470ULL,},
{15941835067179092166ULL,14275369334492883009ULL,},
{3478554355175296386ULL,1583194064817870982ULL,},
},
{{16700357730293342007ULL,3463492355221659254ULL,},
{17895701077114756522ULL,7641921229913148280ULL,},
{16593060094588166498ULL,7042128973608191791ULL,},
{5274756325187252408ULL,14183975940529225060ULL,},
{17284101668367355442ULL,1150849127802448805ULL,},
{13685678848475297838ULL,877346007086203111ULL,},
{18210329737528069424ULL,18439212458261096743ULL,},
{16955246412138896029ULL,8672873682338318256ULL,},
{13892667550435999543ULL,10937781363444187012ULL,},
{11625250475353700306ULL,15029550507550346212ULL,},
{6894457358898663553ULL,2572275157429766459ULL,},
{5342332046169345766ULL,15927717843851944824ULL,},
{1843151910539005833ULL,9542159463257590352ULL,},
{16985191104241502140ULL,14974248521976980010ULL,},
{18305590825225489617ULL,15743787755357403736ULL,},
{11864336606295272401ULL,4925500820159868255ULL,},
{3050348932316416658ULL,6554476007589148360ULL,},
{3585488488456428974ULL,17815308684597812398ULL,},
{8400490339007726086ULL,2310900216694644235ULL,},
{449578292327664731ULL,17245001036595322173ULL,},
{3547581027390803046ULL,18172804333148697581ULL,},
{2645997759522194013ULL,8206550650574968684ULL,},
{13057999148158161671ULL,3372045735437366282ULL,},
{17968581526969566788ULL,3051622638815642025ULL,},
{14656939336395169328ULL,15956655599267574955ULL,},
{18418521747988510598ULL,10949743372115416940ULL,},
{15835670161557310443ULL,6508051842548121768ULL,},
{4104200110394421036ULL,1714851095854846729ULL,},
{8042594978972301915ULL,13397383402349714332ULL,},
{6603304527310153100ULL,2255748801518366560ULL,},
{12268960445403106469ULL,876876634387453556ULL,},
{2118288686632920727ULL,15945480676983508777ULL,},
},
{{6032342977109805361ULL,10562900660596626173ULL,},
{13878947439266296926ULL,8705331879833598834ULL,},
{2676975697403822294ULL,1091938113556467593ULL,},
{17007961683205167631ULL,5716196655934302457ULL,},
{15623998899937030771ULL,10981119948389510156ULL,},
{1363165640203542969ULL,13928638531012464028ULL,},
{4998234677551176602ULL,16389521989256171920ULL,},
{14846801845258172272ULL,1175415126989328666ULL,},
{6579056270446223362ULL,3467785799232707722ULL,},
{15979011090634727252ULL,4721928195058074095ULL,},
{14869605442499534286ULL,13825463949403767316ULL,},
{12516431599611765775ULL,8416221147173826262ULL,},
